order_id,order_date,customer_id,customer_name,gender,age,city,state,region,product_id,product_name,category,quantity,unit_price,discount,sales,cost,profit
O00478,2025-08-03,C0354,Neha Shah,Male,47,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,1,28000,0.1,25200.0,21500,3700.0
O00479,2025-09-23,C0502,Pooja Gupta,Female,59,Mumbai,Maharashtra,West,P005,Office Chair,Furniture,2,8500,0.05,16150.0,12000,4150.0
O00480,2025-03-14,C0688,Aditi Sharma,Female,56,Chennai,Tamil Nadu,South,P006,Desk,Furniture,3,12000,0.2,28800.0,25500,3300.0
O00481,2025-09-28,C0942,Rohan Patel,Female,19,Kolkata,West Bengal,East,P011,Coffee Maker,Home Appliances,1,5500,0.2,4400.0,3400,1000.0
O00482,2025-12-20,C0353,Ananya Shah,Female,42,Bhubaneswar,Odisha,East,P014,T-Shirt,Fashion,1,1200,0.1,1080.0,650,430.0
O00483,2025-08-22,C0450,Aditi Nair,Female,24,Kolkata,West Bengal,East,P012,Air Fryer,Home Appliances,2,7500,0.0,15000.0,9600,5400.0
O00484,2025-11-15,C0334,Nikhil Desai,Female,34,Kochi,Kerala,South,P003,Headphones,Electronics,1,2500,0.15,2125.0,1400,725.0
O00485,2025-01-19,C0545,Varun Gupta,Male,23,Chennai,Tamil Nadu,South,P003,Headphones,Electronics,2,2500,0.05,4750.0,2800,1950.0
O00486,2025-04-23,C0505,Karan Iyer,Male,27,Kolkata,West Bengal,East,P018,Wall Clock,Home Decor,4,1500,0.0,6000.0,3200,2800.0
O00487,2025-03-04,C0012,Aarav Reddy,Female,51,Mumbai,Maharashtra,West,P011,Coffee Maker,Home Appliances,4,5500,0.15,18700.0,13600,5100.0
O00488,2025-07-03,C0420,Aditi Nair,Male,31,Bhubaneswar,Odisha,East,P018,Wall Clock,Home Decor,1,1500,0.1,1350.0,800,550.0
O00489,2025-10-04,C0061,Isha Joshi,Female,43,Lucknow,Uttar Pradesh,North,P008,Backpack,Accessories,1,2200,0.15,1870.0,1200,670.0
O00490,2025-06-11,C0018,Varun Reddy,Female,58,Pune,Maharashtra,West,P013,Mixer Grinder,Home Appliances,4,4200,0.2,13440.0,10800,2640.0
O00491,2025-08-31,C0683,Karan Patel,Male,32,Chennai,Tamil Nadu,South,P010,Yoga Mat,Sports,1,1200,0.1,1080.0,650,430.0
O00492,2025-05-25,C0184,Arjun Khan,Male,59,Kochi,Kerala,South,P006,Desk,Furniture,1,12000,0.1,10800.0,8500,2300.0
O00493,2025-05-26,C0248,Rahul Nair,Male,43,Mumbai,Maharashtra,West,P010,Yoga Mat,Sports,2,1200,0.05,2280.0,1300,980.0
O00494,2025-03-22,C0044,Meera Singh,Female,44,Jaipur,Rajasthan,North,P010,Yoga Mat,Sports,1,1200,0.05,1140.0,650,490.0
O00495,2025-11-18,C0125,Simran Joshi,Female,53,Pune,Maharashtra,West,P004,Smart Watch,Electronics,1,6500,0.15,5525.0,4000,1525.0
O00496,2025-11-17,C0653,Isha Mehta,Female,27,Jaipur,Rajasthan,North,P006,Desk,Furniture,3,12000,0.1,32400.0,25500,6900.0
O00497,2025-02-12,C0377,Aarav Singh,Male,54,Jaipur,Rajasthan,North,P016,Jacket,Fashion,1,4500,0.05,4275.0,2700,1575.0
O00498,2025-11-09,C0801,Arjun Khan,Male,36,Jaipur,Rajasthan,North,P019,Cushion Set,Home Decor,1,1200,0.0,1200.0,600,600.0
O00499,2025-10-20,C0294,Varun Shah,Female,31,Kochi,Kerala,South,P008,Backpack,Accessories,1,2200,0.1,1980.0,1200,780.0
O00500,2025-06-25,C0192,Isha Joshi,Female,47,Ahmedabad,Gujarat,West,P006,Desk,Furniture,2,12000,0.1,21600.0,17000,4600.0
O00501,2025-03-10,C0254,Arjun Reddy,Male,25,Chennai,Tamil Nadu,South,P004,Smart Watch,Electronics,1,6500,0.15,5525.0,4000,1525.0
O00502,2025-02-25,C0592,Pooja Khan,Female,56,Chennai,Tamil Nadu,South,P014,T-Shirt,Fashion,1,1200,0.1,1080.0,650,430.0
O00503,2025-04-29,C0433,Priya Sharma,Male,43,Pune,Maharashtra,West,P007,Bookshelf,Furniture,2,7000,0.05,13300.0,9600,3700.0
O00504,2025-07-23,C0836,Neha Patel,Male,39,Bengaluru,Karnataka,South,P020,Notebook Set,Stationery,3,500,0.1,1350.0,660,690.0
O00505,2025-02-24,C0478,Rahul Desai,Female,46,Jaipur,Rajasthan,North,P007,Bookshelf,Furniture,1,7000,0.2,5600.0,4800,800.0
O00506,2025-02-07,C0376,Vikram Verma,Male,35,Ahmedabad,Gujarat,West,P008,Backpack,Accessories,3,2200,0.05,6270.0,3600,2670.0
O00507,2025-08-31,C0677,Pooja Desai,Female,38,Bhubaneswar,Odisha,East,P012,Air Fryer,Home Appliances,1,7500,0.15,6375.0,4800,1575.0
O00508,2025-07-20,C0905,Pooja Desai,Male,51,Kochi,Kerala,South,P016,Jacket,Fashion,2,4500,0.1,8100.0,5400,2700.0
O00509,2025-08-24,C0260,Kavya Iyer,Male,56,Mumbai,Maharashtra,West,P010,Yoga Mat,Sports,1,1200,0.15,1020.0,650,370.0
O00510,2025-01-15,C0177,Vikram Singh,Male,49,Chennai,Tamil Nadu,South,P009,Running Shoes,Sports,1,4500,0.05,4275.0,2700,1575.0
O00511,2025-05-24,C0492,Priya Verma,Male,37,Delhi,Delhi,North,P020,Notebook Set,Stationery,2,500,0.2,800.0,440,360.0
O00512,2025-03-18,C0381,Rahul Gupta,Male,19,Pune,Maharashtra,West,P001,Laptop,Electronics,1,55000,0.1,49500.0,42000,7500.0
O00513,2025-11-05,C0979,Rohan Reddy,Female,42,Pune,Maharashtra,West,P019,Cushion Set,Home Decor,1,1200,0.2,960.0,600,360.0
O00514,2025-09-20,C0349,Amit Reddy,Male,41,Pune,Maharashtra,West,P003,Headphones,Electronics,1,2500,0.05,2375.0,1400,975.0
O00515,2025-07-04,C0051,Amit Verma,Male,55,Kochi,Kerala,South,P016,Jacket,Fashion,2,4500,0.15,7650.0,5400,2250.0
O00516,2025-02-24,C0957,Raj Iyer,Female,42,Kochi,Kerala,South,P013,Mixer Grinder,Home Appliances,1,4200,0.15,3570.0,2700,870.0
O00517,2025-11-04,C0750,Meera Kapoor,Female,49,Mumbai,Maharashtra,West,P007,Bookshelf,Furniture,1,7000,0.1,6300.0,4800,1500.0
O00518,2025-01-04,C0124,Arjun Verma,Male,54,Pune,Maharashtra,West,P018,Wall Clock,Home Decor,1,1500,0.1,1350.0,800,550.0
O00519,2025-10-26,C0836,Neha Patel,Male,39,Bengaluru,Karnataka,South,P001,Laptop,Electronics,1,55000,0.15,46750.0,42000,4750.0
O00520,2025-02-09,C0248,Rahul Nair,Male,43,Mumbai,Maharashtra,West,P004,Smart Watch,Electronics,1,6500,0.0,6500.0,4000,2500.0
O00521,2025-08-18,C0277,Arjun Sharma,Female,53,Kolkata,West Bengal,East,P011,Coffee Maker,Home Appliances,1,5500,0.15,4675.0,3400,1275.0
O00522,2025-10-13,C0839,Aarav Gupta,Female,24,Delhi,Delhi,North,P008,Backpack,Accessories,1,2200,0.0,2200.0,1200,1000.0
O00523,2025-05-18,C0410,Priya Sharma,Male,27,Pune,Maharashtra,West,P013,Mixer Grinder,Home Appliances,1,4200,0.05,3990.0,2700,1290.0
O00524,2025-04-13,C0095,Rahul Sharma,Male,51,Jaipur,Rajasthan,North,P001,Laptop,Electronics,3,55000,0.15,140250.0,126000,14250.0
O00525,2025-01-07,C0271,Ananya Shah,Female,48,Kolkata,West Bengal,East,P002,Smartphone,Electronics,2,28000,0.0,56000.0,43000,13000.0
O00526,2025-06-13,C0603,Simran Desai,Female,54,Jaipur,Rajasthan,North,P003,Headphones,Electronics,3,2500,0.25,5625.0,4200,1425.0
O00527,2025-12-31,C0121,Priya Nair,Female,45,Jaipur,Rajasthan,North,P003,Headphones,Electronics,1,2500,0.2,2000.0,1400,600.0
O00528,2025-10-03,C0466,Arjun Desai,Female,28,Lucknow,Uttar Pradesh,North,P009,Running Shoes,Sports,4,4500,0.1,16200.0,10800,5400.0
O00529,2025-02-18,C0573,Rahul Mehta,Female,21,Mumbai,Maharashtra,West,P015,Jeans,Fashion,1,2500,0.15,2125.0,1400,725.0
O00530,2025-04-06,C0251,Aditi Sharma,Male,51,Lucknow,Uttar Pradesh,North,P019,Cushion Set,Home Decor,5,1200,0.2,4800.0,3000,1800.0
O00531,2025-02-28,C0572,Amit Iyer,Female,23,Kochi,Kerala,South,P017,Table Lamp,Home Decor,1,1800,0.05,1710.0,950,760.0
O00532,2025-08-19,C0806,Arjun Mehta,Female,50,Lucknow,Uttar Pradesh,North,P004,Smart Watch,Electronics,1,6500,0.2,5200.0,4000,1200.0
O00533,2025-06-26,C0358,Nikhil Desai,Female,36,Bengaluru,Karnataka,South,P009,Running Shoes,Sports,1,4500,0.05,4275.0,2700,1575.0
O00534,2025-03-31,C0282,Nikhil Joshi,Male,45,Mumbai,Maharashtra,West,P004,Smart Watch,Electronics,1,6500,0.1,5850.0,4000,1850.0
O00535,2025-10-09,C0178,Nikhil Kapoor,Female,39,Kolkata,West Bengal,East,P005,Office Chair,Furniture,3,8500,0.1,22950.0,18000,4950.0
O00536,2025-02-05,C0480,Priya Gupta,Male,51,Jaipur,Rajasthan,North,P010,Yoga Mat,Sports,2,1200,0.15,2040.0,1300,740.0
O00537,2025-06-20,C0800,Vikram Sharma,Male,35,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,5,28000,0.0,140000.0,107500,32500.0
O00538,2025-05-06,C0235,Pooja Kapoor,Female,51,Hyderabad,Telangana,South,P004,Smart Watch,Electronics,2,6500,0.05,12350.0,8000,4350.0
O00539,2025-10-26,C0293,Pooja Mehta,Male,48,Kochi,Kerala,South,P020,Notebook Set,Stationery,1,500,0.1,450.0,220,230.0
O00540,2025-12-21,C0302,Kavya Shah,Female,48,Pune,Maharashtra,West,P010,Yoga Mat,Sports,1,1200,0.1,1080.0,650,430.0
O00541,2025-07-23,C0438,Karan Iyer,Female,33,Hyderabad,Telangana,South,P009,Running Shoes,Sports,5,4500,0.15,19125.0,13500,5625.0
O00542,2025-10-16,C0161,Aarav Reddy,Female,24,Kochi,Kerala,South,P001,Laptop,Electronics,2,55000,0.15,93500.0,84000,9500.0
O00543,2025-12-22,C0722,Kavya Desai,Male,37,Ahmedabad,Gujarat,West,P005,Office Chair,Furniture,2,8500,0.05,16150.0,12000,4150.0
O00544,2025-04-07,C0212,Rahul Joshi,Male,25,Ahmedabad,Gujarat,West,P018,Wall Clock,Home Decor,1,1500,0.05,1425.0,800,625.0
O00545,2025-08-26,C0584,Amit Reddy,Female,59,Jaipur,Rajasthan,North,P003,Headphones,Electronics,2,2500,0.1,4500.0,2800,1700.0
O00546,2025-06-22,C0394,Aditi Gupta,Male,25,Lucknow,Uttar Pradesh,North,P009,Running Shoes,Sports,4,4500,0.1,16200.0,10800,5400.0
O00547,2025-10-28,C0462,Sneha Desai,Male,24,Lucknow,Uttar Pradesh,North,P001,Laptop,Electronics,1,55000,0.05,52250.0,42000,10250.0
O00548,2025-03-29,C0125,Simran Joshi,Female,53,Pune,Maharashtra,West,P010,Yoga Mat,Sports,1,1200,0.05,1140.0,650,490.0
O00549,2025-12-17,C0617,Meera Singh,Male,44,Jaipur,Rajasthan,North,P001,Laptop,Electronics,1,55000,0.05,52250.0,42000,10250.0
O00550,2025-01-17,C0132,Kavya Verma,Female,28,Bengaluru,Karnataka,South,P017,Table Lamp,Home Decor,3,1800,0.0,5400.0,2850,2550.0
O00551,2025-05-20,C0078,Raj Iyer,Female,35,Hyderabad,Telangana,South,P017,Table Lamp,Home Decor,1,1800,0.1,1620.0,950,670.0
O00552,2025-09-11,C0425,Isha Khan,Male,55,Chennai,Tamil Nadu,South,P016,Jacket,Fashion,1,4500,0.15,3825.0,2700,1125.0
O00553,2025-10-05,C0589,Kavya Sharma,Female,47,Bhubaneswar,Odisha,East,P005,Office Chair,Furniture,1,8500,0.1,7650.0,6000,1650.0
O00554,2025-05-31,C0034,Priya Gupta,Female,18,Ahmedabad,Gujarat,West,P017,Table Lamp,Home Decor,2,1800,0.15,3060.0,1900,1160.0
O00555,2025-12-12,C0047,Aarav Desai,Male,22,Kolkata,West Bengal,East,P011,Coffee Maker,Home Appliances,1,5500,0.05,5225.0,3400,1825.0
O00556,2025-11-30,C0697,Karan Sharma,Male,41,Lucknow,Uttar Pradesh,North,P008,Backpack,Accessories,1,2200,0.1,1980.0,1200,780.0
O00557,2025-05-20,C0705,Rohan Khan,Female,59,Pune,Maharashtra,West,P013,Mixer Grinder,Home Appliances,4,4200,0.1,15120.0,10800,4320.0
O00558,2025-04-24,C0174,Sneha Reddy,Male,30,Lucknow,Uttar Pradesh,North,P001,Laptop,Electronics,4,55000,0.15,187000.0,168000,19000.0
O00559,2025-03-09,C0491,Nikhil Kapoor,Female,49,Bengaluru,Karnataka,South,P003,Headphones,Electronics,1,2500,0.15,2125.0,1400,725.0
O00560,2025-06-28,C0333,Karan Reddy,Female,54,Bhubaneswar,Odisha,East,P015,Jeans,Fashion,2,2500,0.15,4250.0,2800,1450.0
O00561,2025-05-05,C0508,Kavya Singh,Female,30,Chennai,Tamil Nadu,South,P005,Office Chair,Furniture,2,8500,0.15,14450.0,12000,2450.0
O00562,2025-11-09,C0776,Kavya Kapoor,Female,18,Bhubaneswar,Odisha,East,P012,Air Fryer,Home Appliances,1,7500,0.0,7500.0,4800,2700.0
O00563,2025-11-07,C0055,Rahul Shah,Male,22,Bhubaneswar,Odisha,East,P008,Backpack,Accessories,1,2200,0.15,1870.0,1200,670.0
O00564,2025-12-04,C0667,Rahul Singh,Male,38,Delhi,Delhi,North,P018,Wall Clock,Home Decor,1,1500,0.15,1275.0,800,475.0
O00565,2025-12-29,C0376,Vikram Verma,Male,35,Ahmedabad,Gujarat,West,P020,Notebook Set,Stationery,1,500,0.25,375.0,220,155.0
O00566,2025-12-24,C0441,Raj Khan,Female,45,Kolkata,West Bengal,East,P019,Cushion Set,Home Decor,1,1200,0.15,1020.0,600,420.0
O00567,2025-08-21,C0530,Varun Iyer,Male,32,Delhi,Delhi,North,P005,Office Chair,Furniture,3,8500,0.15,21675.0,18000,3675.0
O00568,2025-05-27,C0864,Rohan Shah,Female,22,Mumbai,Maharashtra,West,P004,Smart Watch,Electronics,1,6500,0.1,5850.0,4000,1850.0
O00569,2025-04-21,C0039,Ananya Kapoor,Male,35,Jaipur,Rajasthan,North,P010,Yoga Mat,Sports,2,1200,0.2,1920.0,1300,620.0
O00570,2025-12-29,C0020,Arjun Singh,Male,57,Lucknow,Uttar Pradesh,North,P001,Laptop,Electronics,1,55000,0.25,41250.0,42000,-750.0
O00571,2025-12-24,C0124,Arjun Verma,Male,54,Pune,Maharashtra,West,P001,Laptop,Electronics,2,55000,0.15,93500.0,84000,9500.0
O00572,2025-08-26,C0974,Vikram Iyer,Male,34,Kolkata,West Bengal,East,P011,Coffee Maker,Home Appliances,1,5500,0.1,4950.0,3400,1550.0
O00573,2025-01-03,C0595,Aarav Kapoor,Female,41,Chennai,Tamil Nadu,South,P010,Yoga Mat,Sports,2,1200,0.0,2400.0,1300,1100.0
O00574,2025-07-30,C0490,Raj Gupta,Female,22,Ahmedabad,Gujarat,West,P020,Notebook Set,Stationery,3,500,0.15,1275.0,660,615.0
O00575,2025-01-25,C0032,Neha Mehta,Male,54,Hyderabad,Telangana,South,P004,Smart Watch,Electronics,2,6500,0.15,11050.0,8000,3050.0
O00576,2025-11-27,C0799,Amit Patel,Female,21,Kochi,Kerala,South,P005,Office Chair,Furniture,1,8500,0.15,7225.0,6000,1225.0
O00577,2025-07-03,C0710,Aarav Shah,Female,40,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,2,28000,0.05,53200.0,43000,10200.0
O00578,2025-03-02,C0541,Raj Joshi,Female,48,Chennai,Tamil Nadu,South,P019,Cushion Set,Home Decor,4,1200,0.15,4080.0,2400,1680.0
O00579,2025-05-03,C0247,Aarav Khan,Male,19,Pune,Maharashtra,West,P016,Jacket,Fashion,2,4500,0.05,8550.0,5400,3150.0
O00580,2025-02-24,C0048,Rohan Desai,Female,25,Kolkata,West Bengal,East,P017,Table Lamp,Home Decor,1,1800,0.15,1530.0,950,580.0
O00581,2025-06-12,C0456,Karan Patel,Female,29,Jaipur,Rajasthan,North,P019,Cushion Set,Home Decor,2,1200,0.05,2280.0,1200,1080.0
O00582,2025-07-06,C0600,Raj Singh,Male,54,Ahmedabad,Gujarat,West,P010,Yoga Mat,Sports,1,1200,0.15,1020.0,650,370.0
O00583,2025-02-08,C0065,Arjun Singh,Female,59,Delhi,Delhi,North,P009,Running Shoes,Sports,3,4500,0.05,12825.0,8100,4725.0
O00584,2025-07-04,C0509,Kavya Reddy,Female,25,Lucknow,Uttar Pradesh,North,P007,Bookshelf,Furniture,2,7000,0.0,14000.0,9600,4400.0
O00585,2025-03-24,C0205,Nikhil Mehta,Male,42,Bengaluru,Karnataka,South,P012,Air Fryer,Home Appliances,1,7500,0.1,6750.0,4800,1950.0
O00586,2025-07-14,C0651,Pooja Khan,Female,37,Kochi,Kerala,South,P009,Running Shoes,Sports,1,4500,0.0,4500.0,2700,1800.0
O00587,2025-02-03,C0418,Rahul Patel,Male,34,Lucknow,Uttar Pradesh,North,P009,Running Shoes,Sports,1,4500,0.15,3825.0,2700,1125.0
O00588,2025-04-23,C0089,Aarav Sharma,Female,30,Bengaluru,Karnataka,South,P020,Notebook Set,Stationery,3,500,0.2,1200.0,660,540.0
O00589,2025-08-18,C0406,Meera Kapoor,Female,38,Kolkata,West Bengal,East,P020,Notebook Set,Stationery,1,500,0.25,375.0,220,155.0
O00590,2025-10-10,C0293,Pooja Mehta,Male,48,Kochi,Kerala,South,P016,Jacket,Fashion,1,4500,0.05,4275.0,2700,1575.0
O00591,2025-10-14,C0126,Simran Desai,Male,36,Bengaluru,Karnataka,South,P015,Jeans,Fashion,4,2500,0.15,8500.0,5600,2900.0
O00592,2025-06-04,C0747,Rohan Desai,Male,48,Bengaluru,Karnataka,South,P014,T-Shirt,Fashion,1,1200,0.1,1080.0,650,430.0
O00593,2025-06-14,C0008,Arjun Gupta,Female,52,Kolkata,West Bengal,East,P003,Headphones,Electronics,1,2500,0.2,2000.0,1400,600.0
O00594,2025-07-01,C0225,Aarav Patel,Female,47,Chennai,Tamil Nadu,South,P002,Smartphone,Electronics,2,28000,0.15,47600.0,43000,4600.0
O00595,2025-08-27,C0009,Aditi Khan,Female,26,Mumbai,Maharashtra,West,P014,T-Shirt,Fashion,1,1200,0.0,1200.0,650,550.0
O00596,2025-05-17,C0066,Raj Kapoor,Male,23,Lucknow,Uttar Pradesh,North,P015,Jeans,Fashion,1,2500,0.1,2250.0,1400,850.0
O00597,2025-12-05,C0214,Karan Mehta,Male,26,Hyderabad,Telangana,South,P001,Laptop,Electronics,1,55000,0.05,52250.0,42000,10250.0
O00598,2025-09-23,C0037,Sneha Patel,Female,46,Ahmedabad,Gujarat,West,P019,Cushion Set,Home Decor,2,1200,0.15,2040.0,1200,840.0
O00599,2025-07-06,C0472,Sneha Verma,Male,39,Bengaluru,Karnataka,South,P002,Smartphone,Electronics,4,28000,0.1,100800.0,86000,14800.0
O00600,2025-02-09,C0060,Aditi Sharma,Female,21,Mumbai,Maharashtra,West,P006,Desk,Furniture,1,12000,0.15,10200.0,8500,1700.0
O00601,2025-11-06,C0580,Sneha Shah,Female,19,Delhi,Delhi,North,P014,T-Shirt,Fashion,1,1200,0.1,1080.0,650,430.0
O00602,2025-06-16,C0036,Meera Shah,Female,36,Bhubaneswar,Odisha,East,P003,Headphones,Electronics,1,2500,0.25,1875.0,1400,475.0
O00603,2025-09-17,C0041,Pooja Joshi,Female,52,Mumbai,Maharashtra,West,P002,Smartphone,Electronics,3,28000,0.2,67200.0,64500,2700.0
O00604,2025-05-23,C0220,Varun Sharma,Male,40,Bhubaneswar,Odisha,East,P007,Bookshelf,Furniture,1,7000,0.1,6300.0,4800,1500.0
O00605,2025-07-23,C0824,Aditi Khan,Male,52,Pune,Maharashtra,West,P015,Jeans,Fashion,3,2500,0.15,6375.0,4200,2175.0
O00606,2025-06-25,C0517,Arjun Kapoor,Female,55,Jaipur,Rajasthan,North,P009,Running Shoes,Sports,1,4500,0.15,3825.0,2700,1125.0
O00607,2025-09-19,C0658,Rohan Sharma,Male,18,Lucknow,Uttar Pradesh,North,P013,Mixer Grinder,Home Appliances,4,4200,0.2,13440.0,10800,2640.0
O00608,2025-09-09,C0098,Raj Iyer,Female,38,Bhubaneswar,Odisha,East,P012,Air Fryer,Home Appliances,2,7500,0.0,15000.0,9600,5400.0
O00609,2025-11-25,C0738,Neha Desai,Male,31,Chennai,Tamil Nadu,South,P001,Laptop,Electronics,2,55000,0.05,104500.0,84000,20500.0
O00610,2025-07-19,C0006,Amit Iyer,Male,35,Kochi,Kerala,South,P020,Notebook Set,Stationery,1,500,0.05,475.0,220,255.0
O00611,2025-07-18,C0150,Arjun Kapoor,Female,41,Lucknow,Uttar Pradesh,North,P001,Laptop,Electronics,3,55000,0.1,148500.0,126000,22500.0
O00612,2025-07-15,C0492,Priya Verma,Male,37,Delhi,Delhi,North,P020,Notebook Set,Stationery,1,500,0.05,475.0,220,255.0
O00613,2025-11-10,C0276,Rahul Desai,Female,27,Delhi,Delhi,North,P011,Coffee Maker,Home Appliances,1,5500,0.1,4950.0,3400,1550.0
O00614,2025-03-18,C0970,Varun Reddy,Female,49,Kolkata,West Bengal,East,P020,Notebook Set,Stationery,1,500,0.15,425.0,220,205.0
O00615,2025-01-19,C0021,Varun Joshi,Male,28,Ahmedabad,Gujarat,West,P002,Smartphone,Electronics,3,28000,0.1,75600.0,64500,11100.0
O00616,2025-03-03,C0998,Neha Mehta,Female,50,Delhi,Delhi,North,P010,Yoga Mat,Sports,2,1200,0.15,2040.0,1300,740.0
O00617,2025-11-23,C0499,Simran Sharma,Male,34,Ahmedabad,Gujarat,West,P003,Headphones,Electronics,2,2500,0.0,5000.0,2800,2200.0
O00618,2025-10-08,C0436,Pooja Patel,Female,37,Kochi,Kerala,South,P001,Laptop,Electronics,2,55000,0.2,88000.0,84000,4000.0
O00619,2025-09-07,C0041,Pooja Joshi,Female,52,Mumbai,Maharashtra,West,P013,Mixer Grinder,Home Appliances,1,4200,0.2,3360.0,2700,660.0
O00620,2025-08-15,C0195,Karan Reddy,Female,36,Jaipur,Rajasthan,North,P004,Smart Watch,Electronics,3,6500,0.1,17550.0,12000,5550.0
O00621,2025-05-07,C0867,Rahul Nair,Male,56,Bhubaneswar,Odisha,East,P012,Air Fryer,Home Appliances,3,7500,0.2,18000.0,14400,3600.0
O00622,2025-02-27,C0259,Aarav Khan,Male,56,Ahmedabad,Gujarat,West,P002,Smartphone,Electronics,2,28000,0.05,53200.0,43000,10200.0
O00623,2025-07-23,C0538,Priya Sharma,Female,31,Kolkata,West Bengal,East,P007,Bookshelf,Furniture,1,7000,0.15,5950.0,4800,1150.0
O00624,2025-08-31,C0999,Isha Kapoor,Male,22,Hyderabad,Telangana,South,P016,Jacket,Fashion,4,4500,0.0,18000.0,10800,7200.0
O00625,2025-11-28,C0187,Aditi Iyer,Female,29,Ahmedabad,Gujarat,West,P009,Running Shoes,Sports,3,4500,0.1,12150.0,8100,4050.0
O00626,2025-11-22,C0453,Arjun Joshi,Male,42,Bhubaneswar,Odisha,East,P013,Mixer Grinder,Home Appliances,2,4200,0.05,7980.0,5400,2580.0
O00627,2025-09-09,C0575,Kavya Khan,Male,51,Delhi,Delhi,North,P013,Mixer Grinder,Home Appliances,1,4200,0.1,3780.0,2700,1080.0
O00628,2025-11-18,C0115,Amit Khan,Male,41,Ahmedabad,Gujarat,West,P017,Table Lamp,Home Decor,2,1800,0.05,3420.0,1900,1520.0
O00629,2025-07-18,C0103,Rohan Patel,Male,45,Bengaluru,Karnataka,South,P007,Bookshelf,Furniture,2,7000,0.1,12600.0,9600,3000.0
O00630,2025-12-09,C0344,Simran Desai,Male,38,Bengaluru,Karnataka,South,P014,T-Shirt,Fashion,1,1200,0.1,1080.0,650,430.0
O00631,2025-08-28,C0285,Nikhil Sharma,Male,39,Bhubaneswar,Odisha,East,P020,Notebook Set,Stationery,1,500,0.2,400.0,220,180.0
O00632,2025-05-19,C0594,Amit Joshi,Female,37,Chennai,Tamil Nadu,South,P015,Jeans,Fashion,1,2500,0.1,2250.0,1400,850.0
O00633,2025-05-02,C0048,Rohan Desai,Female,25,Kolkata,West Bengal,East,P010,Yoga Mat,Sports,2,1200,0.05,2280.0,1300,980.0
O00634,2025-02-18,C0948,Neha Iyer,Male,42,Jaipur,Rajasthan,North,P013,Mixer Grinder,Home Appliances,1,4200,0.05,3990.0,2700,1290.0
O00635,2025-10-31,C0010,Sneha Kapoor,Female,55,Bengaluru,Karnataka,South,P015,Jeans,Fashion,1,2500,0.2,2000.0,1400,600.0
O00636,2025-04-25,C0477,Karan Gupta,Female,58,Kolkata,West Bengal,East,P013,Mixer Grinder,Home Appliances,2,4200,0.1,7560.0,5400,2160.0
O00637,2025-12-09,C0440,Raj Desai,Male,57,Pune,Maharashtra,West,P001,Laptop,Electronics,2,55000,0.1,99000.0,84000,15000.0
O00638,2025-09-08,C0093,Neha Iyer,Female,20,Pune,Maharashtra,West,P004,Smart Watch,Electronics,1,6500,0.15,5525.0,4000,1525.0
O00639,2025-01-07,C0105,Rahul Sharma,Female,52,Jaipur,Rajasthan,North,P017,Table Lamp,Home Decor,1,1800,0.1,1620.0,950,670.0
O00640,2025-08-07,C0685,Priya Patel,Female,25,Kolkata,West Bengal,East,P005,Office Chair,Furniture,3,8500,0.05,24225.0,18000,6225.0
O00641,2025-03-18,C0811,Arjun Verma,Male,46,Lucknow,Uttar Pradesh,North,P015,Jeans,Fashion,2,2500,0.1,4500.0,2800,1700.0
O00642,2025-06-28,C0203,Aditi Patel,Male,18,Ahmedabad,Gujarat,West,P008,Backpack,Accessories,1,2200,0.05,2090.0,1200,890.0
O00643,2025-05-25,C0328,Karan Patel,Male,32,Kolkata,West Bengal,East,P010,Yoga Mat,Sports,4,1200,0.05,4560.0,2600,1960.0
O00644,2025-06-03,C0259,Aarav Khan,Male,56,Ahmedabad,Gujarat,West,P002,Smartphone,Electronics,1,28000,0.0,28000.0,21500,6500.0
O00645,2025-05-01,C0050,Neha Khan,Male,29,Lucknow,Uttar Pradesh,North,P003,Headphones,Electronics,4,2500,0.05,9500.0,5600,3900.0
O00646,2025-05-04,C0550,Aarav Mehta,Female,34,Jaipur,Rajasthan,North,P020,Notebook Set,Stationery,1,500,0.05,475.0,220,255.0
O00647,2025-05-30,C0726,Sneha Verma,Male,45,Lucknow,Uttar Pradesh,North,P019,Cushion Set,Home Decor,1,1200,0.25,900.0,600,300.0
O00648,2025-09-25,C0220,Varun Sharma,Male,40,Bhubaneswar,Odisha,East,P013,Mixer Grinder,Home Appliances,1,4200,0.1,3780.0,2700,1080.0
O00649,2025-11-23,C0981,Simran Singh,Male,32,Bhubaneswar,Odisha,East,P009,Running Shoes,Sports,1,4500,0.15,3825.0,2700,1125.0
O00650,2025-01-01,C0052,Nikhil Khan,Male,18,Chennai,Tamil Nadu,South,P014,T-Shirt,Fashion,2,1200,0.0,2400.0,1300,1100.0
O00651,2025-06-10,C0538,Priya Sharma,Female,31,Kolkata,West Bengal,East,P013,Mixer Grinder,Home Appliances,3,4200,0.0,12600.0,8100,4500.0
O00652,2025-09-01,C0337,Sneha Nair,Female,46,Ahmedabad,Gujarat,West,P011,Coffee Maker,Home Appliances,3,5500,0.15,14025.0,10200,3825.0
O00653,2025-09-08,C0336,Priya Shah,Male,43,Kolkata,West Bengal,East,P002,Smartphone,Electronics,1,28000,0.1,25200.0,21500,3700.0
